Ticker,Sector,Score,Ret_12m,Ret_6m,RS_SPY,Vol_Ratio,Drawdown,Price,Rank
BRK-B,Financials,0.3401297613667368,0.06733448924417473,0.016858159270556117,-0.1384954173964288,0.6201810358677515,-0.023277070340995576,501.8500061035156,138.0
K,Consumer Staples,0.3394439093488932,0.06149143156812009,0.02816653411305592,-0.127187042553929,0.9179752079501046,0.0,83.17500305175781,139.0
EXE,Energy,0.3386235327053785,0.3213557198825123,0.0912825080135482,-0.0640710686534367,0.8612596666616023,0.0,125.51000213623047,140.0
GILD,Health Care,0.33758971902185764,0.35023507702407186,0.09353733517067542,-0.06181624149630949,0.6420939970129738,-0.05309604350952846,121.2699966430664,141.0
CSX,Industrials,0.3368709423800115,0.02970851752404613,0.14074482245344866,-0.014608754213536246,0.9047162121876301,-0.0013672785956216904,36.48500061035156,142.0
CEG,Utilities,0.336688430185766,0.4982262423634314,0.2370422846659732,0.08168870799898831,0.6471075055524723,-0.08606725292049755,368.760009765625,143.0
NEE,Utilities,0.33634520868689594,0.1359483345364545,0.1815874387540357,0.026233862087050808,0.8137868842132168,-0.02607486355461519,84.04000091552734,144.0
D,Utilities,0.33619903259489214,0.07428242591339407,0.06581297711983414,-0.08954059954715077,1.1357250525427103,-0.06380438169361013,58.76499938964844,145.0
MMM,Industrials,0.33613768028628555,0.3020534679788871,0.16218478805784176,0.006831211390856851,0.7632447715928476,-0.03171754781055014,167.60000610351562,146.0
USB,Financials,0.3360261901497196,0.03603262959466713,0.17904708152270588,0.02369350485572097,1.075873776053178,0.0,51.654998779296875,147.0
CB,Financials,0.3358651150520458,0.035524011769022534,0.002339819736335791,-0.15301375693064911,1.051635014200495,-0.01599121457174668,293.5199890136719,148.0
EQT,Energy,0.3358143321125978,0.39640265531098384,0.10309185456283743,-0.05226172210414748,0.9667991224292719,0.0,61.83000183105469,149.0
AES,Utilities,0.3356251681609815,0.14235217262745992,0.3238392011456277,0.1684856244786428,0.8794489957979683,-0.07458314359299534,14.045100212097168,150.0
DHI,Consumer Discretionary,0.33490737871710513,-0.020904905254515938,0.34537886674688245,0.19002529007989755,0.9146736998454909,-0.10491526591784373,161.52000427246094,151.0
NRG,Utilities,0.3346680829933596,0.7067159882940204,0.07573297671789869,-0.07962059994908621,0.6176353399187953,-0.06269830563789214,166.8800048828125,152.0
ROL,Industrials,0.3346192313534805,0.24816319320558566,0.06638663584046944,-0.08896694082651546,0.5442898544236728,-0.004227614984279704,61.2400016784668,153.0
APTV,Consumer Discretionary,0.33453518335739385,0.38664514933605365,0.15921369609135483,0.0038601194243699233,0.7926366827504432,-0.12195956976043898,77.25,154.0
NVDA,Information Technology,0.3321894313195793,0.3068068947722222,0.2931361966023107,0.1377826199353258,0.7208208887702502,-0.11495267698903389,183.22999572753906,155.0
COF,Financials,0.33155676298804887,0.25734736426088767,0.1797474396550467,0.024393862988061787,0.8432724869644741,0.0,232.2375030517578,156.0
DGX,Health Care,0.33115614183578285,0.15367709413504227,0.061206959130834626,-0.09414661753615028,0.7963218152100826,-0.046737744777226475,183.36000061035156,157.0
HIG,Financials,0.3307611730501199,0.09426347125007206,0.013857603134330931,-0.14149597353265397,1.0533793811317667,-0.05061511349150005,130.03500366210938,158.0
UNP,Industrials,0.3278706609311108,0.02051948623799027,0.06391416501664504,-0.09143941165033986,1.001058177130254,-0.004949256702047489,236.23500061035156,159.0
HLT,Consumer Discretionary,0.3257486392330994,0.09370785835032058,0.08469570925603542,-0.07065786741094948,0.903786075626269,-0.04147558695107312,273.9175109863281,160.0
XYL,Industrials,0.3252233866637038,0.11339047159411053,0.11523605528411984,-0.04011752138286506,0.721842148953757,-0.07886668970378763,140.49000549316406,161.0
PEP,Consumer Staples,0.3250902405552607,-0.07034705024395849,0.12393904462707606,-0.03141453203990885,0.8025358004784027,-0.05842177212993371,144.72999572753906,162.0
SCHW,Financials,0.3246440570960725,0.19193613124857434,0.08851469786450239,-0.06683887880248252,0.9072519466929237,-0.01963748033303836,95.5199966430664,163.0
TFC,Financials,0.3221751936822471,0.08072071528340596,0.20423188853028718,0.04887831186330227,0.7842604257745247,0.0,47.814998626708984,164.0
WMB,Energy,0.321872490479054,0.1604463806387022,0.06566108795241399,-0.08969248871457092,0.8705504754012597,-0.015818923997485412,63.459999084472656,165.0
SRE,Utilities,0.3206015101862991,0.01418917097166128,0.1950855775190261,0.039732000852041205,0.792260222225836,-0.045608104298461405,90.4000015258789,166.0
MLM,Materials,0.3171711893750096,0.0616734548583342,0.13026511960558795,-0.02508845706139695,0.7151391198211622,-0.05260145198445254,621.469970703125,167.0
TRMB,Information Technology,0.31673195879093474,0.13678168912222644,0.16401275298383067,0.008659176316845762,0.8924733061688473,0.0,84.06500244140625,168.0
TTWO,Communication Services,0.3146847422744307,0.33574391263073333,0.07940871274752759,-0.07594486391945732,0.5937846362273514,-0.04228148703872692,251.1999969482422,169.0
PFG,Financials,0.3146561056009646,0.07054599825525498,0.15737323740937414,0.00201966074238924,0.7040589976345532,0.0,87.38990020751953,170.0
ANET,Information Technology,0.3138073185883664,0.24465568688666717,0.326118214271369,0.1707646376043841,0.5098806642842326,-0.2040671646640232,128.96499633789062,171.0
AIZ,Financials,0.31369549440607364,-0.004533561459078239,0.1041604823476745,-0.051193094319310406,1.0067627653094937,-0.024673370326111388,222.08999633789062,172.0
FDX,Industrials,0.31338549666880944,-0.005637453397589365,0.26748137199413713,0.11212779532715222,0.8661129620919759,-0.0037160350447098534,274.80499267578125,173.0
CINF,Financials,0.312036796473871,0.06163261550339416,0.08724703115732502,-0.06810654550965989,0.8747121653059466,-0.03659184142016869,162.31500244140625,174.0
KEY,Financials,0.3120179482210597,0.08634357787395208,0.22002362819639387,0.06467005152940897,0.8623156854392663,0.0,19.4950008392334,175.0
MSFT,Information Technology,0.3106249503508756,0.12849799808842,0.03053843100835918,-0.12481514565862573,0.8541324965216133,-0.10722034761758004,483.0450134277344,176.0
AME,Industrials,0.31017079752542265,0.03166336755118371,0.12046421508693017,-0.034889361580054734,0.6861893570480008,-0.014571309263891608,199.1649932861328,177.0
PCAR,Industrials,0.3096138733314068,-0.023900386222945436,0.1780827408993857,0.02272916423240079,0.9850926021022876,0.0,109.41999816894531,178.0
JKHY,Financials,0.30894640195265677,0.04376454060272983,-8.398937711817656e-05,-0.15543756604410308,0.985687520448953,0.0,180.57000732421875,179.0
CVX,Energy,0.3070132737667978,-0.019040448108916808,0.10694020928502712,-0.048413367381957784,0.8212623574550936,-0.04495167285246093,151.8000030517578,180.0
SOLV,Health Care,0.30678004155708183,0.2116716697400216,0.1457777150716637,-0.0095758615953212,0.817211473649528,-0.00023314263552587366,85.75,181.0
RF,Financials,0.3065166459004225,0.050169684134014014,0.22678734876856765,0.07143377210158275,0.6302717562611687,-0.022301352660600182,26.510000228881836,182.0
